nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,22.4962,29.5597,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,22.2528,26.6306,30.0858,31.4067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,23.5174,26.6367,27.3179,27.4785,31.6888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,23.3167,27.3588,26.8378,25.1864,27.5694,31.5488,34.4563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,21.7261,25.3909,26.2668,24.8402,25.4644,27.9939,31.1695,31.0529,35.6714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,21.9277,23.7023,26.3086,26.6447,24.1753,24.761,28.3973,30.1827,30.6174,33.4967,35.7848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,23.5278,24.0107,22.9526,24.3834,26.0127,24.1061,24.8325,29.198,30.0521,30.8662,31.257,35.0491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,22.8143,26.7837,22.6815,23.6127,23.388,25.621,24.6563,25.8797,29.152,30.3254,30.3022,30.8472,34.2954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,23.6826,28.5979,24.3489,23.0576,22.261,24.0425,23.8516,23.8853,25.317,29.1572,29.6687,29.9128,30.6109,35.4162,32.4791,nan,nan,nan,nan,nan,nan,nan,nan
nan,23.086,28.1007,27.8283,26.8237,21.911,22.3569,24.9588,23.7857,23.4832,26.4309,26.7473,29.9299,30.2472,30.7631,31.5401,32.287,34.6769,nan,nan,nan,nan,nan,nan
nan,23.0331,26.7809,28.6715,28.3348,24.1843,21.2184,22.6834,25.612,25.0374,24.4657,27.4248,26.7996,30.0072,30.6944,30.175,31.7246,30.9571,34.8353,nan,nan,nan,nan,nan
nan,23.1112,28.1649,27.5806,26.5369,25.9279,23.1719,22.3778,22.765,22.442,24.4337,23.9411,27.2965,28.7415,29.3678,28.8347,29.8725,33.3207,31.3636,33.5843,35.3274,nan,nan,nan
nan,22.7465,30.077,28.3228,28.5498,27.3883,25.5713,22.2016,22.7293,22.3486,21.9986,24.7509,23.9668,26.3549,28.3965,29.3574,28.3701,29.9379,34.0815,31.1683,35.8255,34.6406,nan,nan
nan,23.0468,28.2524,28.8526,28.923,28.3102,26.8421,23.6043,22.0708,21.8472,22.0341,22.4019,25.7474,25.0253,26.4374,27.0102,29.9295,26.8143,30.0722,34.4617,31.7846,30.9691,34.1072,35.1067
nan,23.7542,28.6628,28.2824,28.4676,27.7175,27.8675,27.1017,22.8096,22.1342,22.2405,23.7936,22.1435,23.6538,25.3781,25.655,28.3852,29.5247,29.4843,30.3694,32.471,30.7342,30.934,31.1736
nan,22.6336,26.8967,28.3397,27.9556,27.8874,28.4232,27.4846,25.8532,22.5582,21.6062,21.5193,23.3503,22.4747,23.2883,22.4316,26.8052,27.9599,29.51,28.1914,29.1903,30.5478,31.0269,31.2508
nan,22.1915,26.8341,27.1502,27.8939,28.2813,27.7444,27.8948,27.182,25.2497,22.1218,21.4003,20.9922,22.4316,22.1146,22.3822,23.0937,26.5327,26.842,29.38,30.0947,27.1627,30.0931,30.6878
nan,22.2399,26.2415,27.248,25.7781,27.4059,27.673,27.3081,27.5651,27.1291,22.2051,21.5319,20.4284,22.0603,23.1504,22.9927,nan,22.4003,26.7073,27.6195,29.6765,30.7098,28.4206,27.6228
nan,23.1511,26.9396,24.4444,23.4125,25.5471,26.7347,27.3922,27.7927,27.7426,24.1018,20.9484,23.8135,23.2218,24.1909,22.4725,22.7075,nan,23.4812,27.543,27.4973,28.8035,30.1663,28.5698
nan,22.5758,27.4784,27.2975,25.7007,25.006,26.0028,26.876,27.6596,28.047,26.2981,22.1075,24.7547,23.4351,22.6832,22.0708,22.5395,22.6698,22.4172,25.0185,26.4746,26.989,29.0079,28.866
nan,23.0243,27.7981,27.3697,27.9641,25.2241,26.8714,26.3242,28.0081,26.8042,27.4774,27.7222,25.7155,23.1777,22.7968,21.57,22.0093,24.1506,22.2684,28.0045,25.9249,26.5505,26.8389,28.3675
nan,23.0139,26.241,26.5825,27.2023,28.0992,25.5769,27.4214,26.3375,27.1269,28.2837,28.6049,27.7962,24.708,22.9935,20.5713,21.5569,26.1893,23.1793,22.7351,nan,24.8464,26.0987,26.1072
nan,23.8298,28.9212,26.2074,25.8007,27.5994,27.8866,24.0412,28.4628,27.5133,28.2786,28.7623,27.8517,26.5245,22.7443,21.5001,23.9143,21.9366,23.9941,22.5613,22.5163,nan,25.0706,26.0598
nan,23.4698,26.6325,28.7395,28.6826,26.4538,28.427,26.5687,23.3079,24.9051,26.9977,27.4064,28.7667,27.6716,23.8156,23.9054,23.8346,22.5124,20.0376,23.7956,22.6585,22.4234,nan,21.8552
nan,23.3956,27.4248,27.1264,28.4822,28.1889,26.7512,27.231,25.0205,23.2943,28.2248,28.7448,26.7402,27.4988,24.132,26.9141,24.6476,22.5645,22.0053,22.8759,22.7904,22.843,21.7843,22.3486
nan,23.04,27.0521,26.237,24.9707,28.1727,27.0973,25.3352,28.0903,25.8562,23.8107,23.9596,28.2319,27.5519,28.5553,28.8666,25.4633,21.1126,23.6565,22.5084,23.5197,22.9853,23.2882,23.1286
nan,22.7336,25.6652,27.3644,27.0312,24.5569,28.342,26.0457,24.4191,27.6398,24.9229,23.7271,24.5739,26.8527,26.7766,27.5717,25.3309,23.485,24.1995,21.2298,22.3162,21.8026,25.5565,23.291
nan,23.3047,25.8286,25.3865,27.0649,26.4338,21.5301,27.9998,27.2198,25.0489,28.4813,25.5237,23.5328,28.6899,27.3453,27.7197,27.9905,28.3642,24.6734,22.1628,21.7825,22.3029,23.3573,22.8801
nan,23.1276,28.8548,24.8065,24.6101,25.8654,8.17278,24.4038,27.9135,26.6688,24.6349,24.8465,24.7242,24.7,28.2757,28.5149,26.9529,27.7234,28.246,22.4449,21.6998,22.2053,20.9124,21.8202
nan,22.8845,26.1713,26.7281,25.0404,24.5306,4.19876,26.6907,25.7658,24.498,25.3078,23.9783,25.5725,23.6632,24.1588,24.1638,28.339,26.5031,28.529,23.4088,22.4181,21.7805,20.0735,22.5557
nan,22.9539,28.0175,26.3102,26.8346,21.2555,3.30726,26.3485,27.3279,24.99,25.4185,25.6415,24.608,25.9416,23.9448,23.138,26.1237,28.5145,26.8696,29.0274,25.119,20.9234,20.4671,23.3635
nan,21.8298,26.6312,27.5054,26.6234,21.0905,4.53583,25.1026,27.2266,27.5559,25.0043,24.9443,23.9465,24.9182,26.2241,26.6225,23.2534,26.8663,28.204,26.5929,29.1789,23.5641,21.9799,23.9363
nan,22.2933,26.3114,27.4255,28.2487,16.556,3.85165,24.9473,25.0461,29.4138,28.5296,28.2857,25.0413,24.8321,24.8292,24.7455,25.9411,23.7003,26.5593,28.5334,26.5563,26.8522,23.2211,25.4668
nan,23.66,25.3817,24.7021,25.5617,13.2153,3.66109,24.5481,26.8672,26.9782,28.3248,28.4717,27.8144,24.9513,25.1968,24.7974,25.6043,26.7822,24.4368,29.9387,29.1559,27.2996,24.8963,26.7804
nan,23.038,27.8052,24.1192,24.8803,13.7118,2.91769,25.2088,23.828,25.2165,27.2168,27.0226,28.4012,25.801,24.5237,24.5977,24.802,25.1879,27.5873,23.7816,30.0955,29.557,26.1052,25.4424
nan,22.4808,27.6777,27.3365,25.9798,10.1893,4.29787,28.8711,26.8824,25.9274,27.6573,28.6326,26.8757,28.4071,25.61,25.8667,25.0534,24.6479,25.5061,24.1848,23.1059,29.766,29.0403,27.1516
nan,23.3518,24.865,27.0276,27.3313,8.81207,4.62473,25.501,29.8991,27.5745,25.3721,25.052,28.6609,27.4126,28.8334,28.0148,25.2903,25.4736,24.4332,27.6298,24.9658,22.9986,29.9957,29.9047
nan,22.1175,25.9743,23.3053,24.2004,8.29794,4.7259,24.8338,29.468,30.3646,26.969,27.0686,24.5087,28.2183,28.0683,27.9602,26.5115,25.2554,24.9419,24.3579,26.2499,24.7132,23.6445,23.9108
nan,22.7507,26.9342,25.2461,22.555,6.85673,4.59617,23.1069,27.6592,30.121,29.8062,28.3116,26.4882,27.1404,27.8562,28.1166,27.9622,26.6426,26.1324,24.9792,24.2731,24.4885,23.3703,23.3168
nan,23.3265,26.7093,25.8593,19.6666,6.90289,3.65481,23.4579,25.1725,26.9384,29.8978,29.1263,27.992,25.5453,26.5677,26.1716,27.5785,28.0134,28.1352,24.3966,24.9131,25.0322,25.9088,25.072
nan,23.0362,27.1194,27.8549,17.7642,7.96943,4.56373,24.2688,24.6762,23.7361,25.9349,26.8405,28.9221,27.1259,25.4843,24.3456,26.08,26.8331,27.127,26.3929,25.7823,25.0671,24.7785,24.389
nan,23.0389,26.6839,27.3385,19.5015,8.23858,5.17332,25.3919,25.121,25.0591,24.6603,27.5326,26.7073,29.2764,26.7449,24.9523,24.0739,26.1622,26.6465,28.3191,27.0895,26.1117,25.1354,25.3981
nan,23.5916,26.6743,27.1409,16.2841,8.12584,4.92,22.6559,26.5903,28.5889,25.0014,23.6885,27.417,29.6777,29.0733,28.453,25.1191,24.685,27.4891,26.3535,27.731,28.2402,25.3144,25.8079
nan,23.0939,28.5615,25.6897,14.0111,6.60517,3.9453,23.7971,25.1992,27.5776,26.4978,26.1171,24.5721,26.9951,30.6052,30.3916,28.5225,25.2178,26.4042,26.6086,26.0357,26.8031,27.7236,28.2615
nan,23.2956,28.6084,28.0593,12.5769,4.36432,3.76894,26.0112,25.8688,24.5336,27.8726,27.9967,24.8288,27.9205,26.8947,27.2365,30.3067,27.666,24.6616,29.0861,26.8578,26.4014,27.5048,26.5151
nan,23.3006,27.6954,27.8863,11.7441,6.50424,4.00431,25.2688,27.5224,25.8073,25.0194,27.5704,28.152,23.8623,26.8271,27.2497,27.1639,29.4985,26.9308,23.4751,28.4866,26.8044,26.1669,27.3281
nan,23.3335,28.0438,27.9378,11.7055,7.27012,4.7877,25.6405,27.0572,28.5153,24.8417,23.9623,27.7216,27.3824,24.3721,24.1679,27.5895,26.8656,28.735,27.2698,24.3414,23.3231,27.7339,27.894
nan,23.1192,27.211,26.0551,10.1708,7.96397,4.56839,24.4677,27.0106,26.8503,27.972,26.5648,23.9397,28.9448,27.0915,26.5458,25.1218,27.799,27.0354,29.734,25.9649,24.8364,25.8621,30.0941
nan,23.0174,28.1905,27.0782,4.39506,23.7156,26.8966,30.0851,27.8494,24.8453,26.7938,29.2246,24.4408,25.4028,28.339,27.1263,27.2242,25.2337,23.8624
